1;HUMAN;Farm Boy;creature;;1;;;;;;1;1;100001;COMMON
2;HUMAN;Hilltop Archer;creature;;4;;;;;;2;2;101000;COMMON
3;HUMAN;Syland Warrior;creature;;5;;;;;;3;6;101000;COMMON
4;HUMAN;Syland Horsemaster;creature;;3;3;;;;;3;2;101000;COMMON
9;HUMAN;Imperial Engineer;creature;;3;;;;;;2;3;101000;EPIC
10;HUMAN;Hold the Line!;event;;1;;;;;;;;101000;COMMON
11;HUMAN;Walking Fortress;creature;;9;;;;;;7;10;100003;COMMON
12;HUMAN;Steam Forge;structure;;1;;;;;;;3;101000;COMMON
13;HUMAN;Tax Collector;creature;;3;;;;;;1;4;101000;COMMON
14;HUMAN;Healing Song;event;;3;;;;;;;;101000;COMMON
15;HUMAN;Safeguard;event;;3;;;;;;;;101000;COMMON
16;HUMAN;Imperial Guard;creature;;3;;;;;;2;3;100003;COMMON
22;HUMAN;Freedom Fighter;creature;;5;;;;;;3;3;101000;COMMON
23;HUMAN;Campfire;event;;1;;;;;;;;100004;COMMON
24;HUMAN;Falcon Dive;event;;1;;;;;;;;100004;COMMON
29;HUMAN;Master Swordsman;creature;;3;;;;;;2;3;101000;RARE
30;HUMAN;Prairie Yak;creature;yak;3;;;;;;2;4;100001;COMMON
32;HUMAN;Yak Attack;event;;9;;;;;;;;101000;EPIC
33;HUMAN;Punishment;event;;3;;;;;;;;101000;COMMON
34;HUMAN;Queen's Favorite;creature;;4;;;;;;2;3;101000;COMMON
35;HUMAN;Queen's Guard;creature;;6;;;;;;3;6;101000;RARE
36;HUMAN;Magda, Queen of Meroval;creature;;4;4;;;;;0;3;101000;LEGENDARY
37;HUMAN;Court Jester;creature;;3;;;;;;0;2;101000;RARE
38;HUMAN;King's Guard;creature;;6;;;;;;3;6;101000;RARE
39;HUMAN;Unlikely Hero;creature;;2;;;;;;1;2;101000;EPIC
40;HUMAN;Magnus, King of Meroval;creature;;10;;;;;;4;8;101000;LEGENDARY
41;HUMAN;Plague Bearer;creature;;3;;;;;;2;1;101000;RARE
42;HUMAN;Siege Engine;creature;;7;;;;;;2;6;101000;EPIC
43;HUMAN;Sharra, Dragonslayer;creature;;7;;;;;;6;3;101000;LEGENDARY
44;HUMAN;Famine;event;;2;;;;;;;;101000;RARE
45;HUMAN;Royal Judge;creature;;5;;;;;;1;1;101000;EPIC
46;HUMAN;Cartographer;creature;;3;;;;;;1;1;101000;EPIC
47;HUMAN;Shimmering Statue;structure;;2;;;;;;;4;101000;COMMON
48;HUMAN;Village Elder;creature;;2;;;;;;1;1;101000;COMMON
49;HUMAN;Storyteller;creature;;3;;;;;;2;2;101000;COMMON
50;HUMAN;Wandering Monk;creature;;4;;;;;;1;5;101000;RARE
51;HUMAN;Steamforge Enforcer;creature;;6;;;;;;6;5;100003;COMMON
52;HUMAN;King's Faithful;creature;;5;;;;;;4;1;101000;EPIC
53;HUMAN;Day of the Dragons;event;;12;;;;;;;;101000;LEGENDARY
54;HUMAN;Daring Adventurer;creature;;4;;;;;;2;2;101000;EPIC
55;HUMAN;Maceman;creature;;4;;;;;;4;4;100002;COMMON
56;HUMAN;Baron Thulgar;creature;;6;;;;;;4;5;101000;LEGENDARY
57;HUMAN;Wisdom;event;;3;;;;;;;;101000;RARE
58;HUMAN;War Yak;creature;yak;5;;;;;;4;5;100001;RARE
59;HUMAN;Defender of the Homeland;creature;;2;;;;;;1;2;101000;COMMON
60;HUMAN;Queen's Assassin;creature;;3;;;;;;1;1;100004;COMMON
61;HUMAN;Hunted Outlaw;creature;;3;;;;;;4;5;101000;EPIC
62;HUMAN;Fortune Hunter;creature;;3;;;;;;1;1;101000;EPIC
63;HUMAN;Outland Ranger;creature;;3;;;;;;3;2;101000;RARE
64;HUMAN;Imperial Drain;structure;;1;;;;;;;2;101000;EPIC
65;HUMAN;Rainforest Explorer;creature;;4;;;;;;3;3;101000;RARE
66;HUMAN;Caldera Explorer;creature;;4;;;;;;3;3;101000;RARE
67;HUMAN;Oasis Explorer;creature;;4;;;;;;3;3;101000;RARE
68;HUMAN;Taiga Explorer;creature;;4;;;;;;3;3;101000;RARE
69;HUMAN;Savannah Explorer;creature;;4;;;;;;3;3;101000;RARE
70;HUMAN;Sandstone Explorer;creature;;4;;;;;;3;3;101000;RARE
71;BLUE;Ruby Fish;creature;;1;;1;;;;1;1;100009;COMMON
72;BLUE;Lore Thief;creature;;3;;2;;;;1;1;100010;COMMON
73;BLUE;Gabrian Cistern;structure;;4;;2;;;;;3;101000;EPIC
74;BLUE;Tyranax;creature;beast;5;;1;;;;4;6;100009;COMMON
75;BLUE;Gabrian Enchantress;creature;;4;;2;;;;2;5;101000;RARE
76;BLUE;Gabrian Commander;creature;;3;;2;;;;4;2;101000;COMMON
77;BLUE;Gabrian Warden;creature;;7;;2;;;;4;6;100010;COMMON
82;BLUE;Spring Mochi;creature;;3;;2;;;;2;2;101000;RARE
83;BLUE;Triton Warrior;creature;triton;4;;2;;;;4;4;100011;COMMON
84;BLUE;Mystic Beast;creature;beast;3;1;2;;;;2;5;100010;RARE
85;BLUE;Mirror Phantasm;creature;;7;;2;;;;5;5;101000;EPIC
86;BLUE;Triton Chef;creature;triton;2;;1;;;;2;2;101000;EPIC
87;BLUE;Ninja Toad;creature;triton;4;;3;;;;3;2;101000;RARE
88;BLUE;Frogify;event;;4;;4;;;;;;100011;RARE
93;BLUE;Gabrian Enchantment;event;;2;;2;;;;;;101000;COMMON
94;BLUE;Aurora's Creation;event;;5;;3;;;;;;101000;EPIC
95;BLUE;Dark Stalker;creature;;3;;1;;;;3;2;100012;COMMON
96;BLUE;Spellwhirl;event;;0;;2;;;;;;100012;RARE
97;BLUE;Gabrian Noble;creature;;6;;3;;;;5;5;101000;RARE
102;BLUE;Aurora's Disciple;creature;;3;;2;;;;2;2;101000;COMMON
103;BLUE;Sturdy Shell;creature;;2;;1;;;;0;5;101000;COMMON
104;BLUE;Baeru, the First Wave;creature;;8;;3;;;;8;10;101000;LEGENDARY
105;BLUE;Stormspawn;creature;;10;;2;;;;3;3;101000;COMMON
106;BLUE;Tale of the Old Turtle;event;;6;;2;;;;;;101000;EPIC
107;BLUE;Wavecrash Colossus;creature;;8;;2;;;;7;7;101000;RARE
108;BLUE;Orosei, Dream of the Deep;creature;;10;;2;;;;6;6;101000;LEGENDARY
109;BLUE;Water Elemental;creature;;4;;1;;;;3;3;100009;COMMON
110;BLUE;Gemsilk Faerie;creature;;2;;2;;;;1;1;101000;EPIC
111;BLUE;Sunken Tower;structure;;2;;2;;;;;3;101000;RARE
112;BLUE;Azure Wisp;creature;;4;;2;;;;3;3;101000;RARE
113;BLUE;Triton Sanctuary;structure;;2;;1;;;;;1;101000;RARE
114;BLUE;Aurora's Dream;event;;24;;5;;;;;;101000;LEGENDARY
115;BLUE;Snowstorm Lancer;creature;triton;5;;2;;;;3;5;101000;COMMON
116;BLUE;Luduan;creature;;3;;1;;;;1;3;101000;EPIC
117;BLUE;Egg of Wonders;structure;;5;;3;;;;;3;101000;EPIC
118;BLUE;Gabrian Archon;creature;;4;;2;;;;4;4;101000;COMMON
119;BLUE;Triton Diver;creature;triton;3;;1;;;;2;2;100011;COMMON
120;BLUE;Shifting Tide;event;;1;;1;;;;;;101000;COMMON
121;BLUE;Prophet of Tides;creature;;3;;2;;;;4;2;101000;COMMON
122;BLUE;Humbling Vision;event;;3;;2;;;;;;100012;COMMON
123;BLUE;Ancient Herald;creature;;6;;1;;;;5;6;101000;COMMON
124;BLUE;Triton Banquet;event;;3;;1;;;;;;101000;RARE
125;BLUE;Aurora, Myth Maker;creature;;4;;3;;;;1;1;101000;LEGENDARY
126;BLUE;Wavecrafter;creature;;6;;3;;;;6;6;101000;EPIC
127;BLUE;Failed Experiment;event;;1;;1;;;;;;101000;EPIC
128;BLUE;Aurora's Trick;event;;4;;5;;;;;;101000;EPIC
129;BLUE;Battle Toads;event;;4;;2;;;;;;101000;RARE
130;BLUE;Windfall;event;;10;;2;;;;;;101000;COMMON
131;GREEN;Sagami Warrior;creature;;3;;;1;;;3;4;101000;COMMON
132;GREEN;Bone Collector;creature;;2;;;1;;;0;3;101000;COMMON
133;GREEN;Soulbound Sagami;creature;;6;;;2;;;3;5;100008;COMMON
134;GREEN;Sagami Grovecaller;creature;;4;;;3;;;2;4;101000;RARE
135;GREEN;Ancient Beastmaster;creature;;4;;;2;;;3;4;101000;COMMON
136;GREEN;Gaea's Grace;event;;2;;;2;;;;;101000;RARE
137;GREEN;Tiki Chieftain;creature;;2;;;2;;;2;2;100006;COMMON
138;GREEN;Bloomsprite;creature;;2;;;2;;;1;1;100005;COMMON
139;GREEN;Elderwood Hermit;creature;;3;;;1;;;1;1;101000;COMMON
140;GREEN;Tiki Caretaker;creature;;3;;;2;;;1;1;100006;COMMON
141;GREEN;Tiki Piper;creature;;3;;;1;;;1;1;101000;COMMON
142;GREEN;Shamanic Dance;event;;2;;;2;;;;;101000;COMMON
143;GREEN;Tiki Totem;structure;;3;;;2;;;;3;101000;RARE
144;GREEN;Possessed Ursus;creature;beast;4;;;2;;;1;6;101000;EPIC
149;GREEN;Oakling;creature;;5;;;2;;;1;5;101000;RARE
150;GREEN;Thyrian Golem;creature;;5;;;5;;;5;10;100007;RARE
151;GREEN;Seed Sower;creature;;6;;;1;;;4;6;100007;COMMON
152;GREEN;Vine Wall;structure;;1;;;2;;;;4;101000;COMMON
153;GREEN;Deepwood Grizzly;creature;beast;5;;;1;;;3;8;100005;COMMON
154;GREEN;Tiki Healer;creature;;4;;;2;;;2;5;101000;COMMON
155;GREEN;Ruunin's Shrine;structure;;0;;;2;;;;2;101000;EPIC
156;GREEN;Oak Father;creature;;7;;;2;;;6;6;101000;COMMON
157;GREEN;Faeria Tree;structure;;2;;;1;;;;1;101000;EPIC
158;GREEN;Living Willow;creature;;3;;;2;;;1;7;101000;COMMON
159;GREEN;Wild Growth;event;;1;;;1;;;;;100007;RARE
168;GREEN;Primeval Colossus;creature;;16;;;2;;;7;14;101000;RARE
169;GREEN;Tethra, Soul of the Wild;creature;;10;;;2;;;6;6;101000;LEGENDARY
170;GREEN;Wood Elemental;creature;;4;;;1;;;2;4;100008;COMMON
171;GREEN;Flowersilk Faerie;creature;;2;;;2;;;1;1;101000;EPIC
172;GREEN;Overgrown Tower;structure;;2;;;2;;;;3;101000;RARE
173;GREEN;Everbloom Wisp;creature;;4;;;2;;;1;2;101000;RARE
174;GREEN;Spirit of Rebirth;creature;;3;;;2;;;3;3;101000;RARE
175;GREEN;Elderwood Embrace;event;;3;;;2;;;;;100006;COMMON
176;GREEN;Ruunin's Messenger;creature;;5;;;1;;;3;5;101000;EPIC
177;GREEN;Verduran Force;creature;;6;;;2;;;7;7;100005;RARE
178;GREEN;Grove Guardian;creature;beast;5;;;3;;;5;6;101000;RARE
179;GREEN;Tarum, the Forest World;creature;;15;;;4;;;7;15;101000;LEGENDARY
180;GREEN;Weeping Idol;structure;;0;;;1;;;;3;101000;EPIC
181;GREEN;Earthcraft;event;;2;;;1;;;;;101000;EPIC
182;GREEN;Wild Avenger;creature;;6;;;2;;;5;5;101000;RARE
183;GREEN;Ancient Boar;creature;beast;5;2;;1;;;4;5;101000;COMMON
184;GREEN;Ruunin's Guidance;event;;2;;;2;;;;;101000;EPIC
185;GREEN;Voice of Hunger;creature;;5;;;2;;;3;5;101000;EPIC
186;GREEN;Seedling;creature;;2;;;1;;;0;1;100008;COMMON
187;GREEN;Eredon, Voice of All;creature;;5;;;2;;;3;3;101000;LEGENDARY
188;GREEN;Feed the Forest;event;;1;;;5;;;;;101000;RARE
189;GREEN;Ruunin's Presence;event;;4;;;2;;;;;101000;EPIC
190;GREEN;Ruunin, the Relentless;creature;beast;5;;;3;;;4;4;101000;LEGENDARY
191;RED;Underground Brigand;creature;;3;;;;2;;2;3;100013;COMMON
192;RED;Kobold Warlord;creature;;7;;;;1;;5;7;100013;COMMON
193;RED;Kobold Warbeast;creature;yak;4;;;;2;;5;4;100014;COMMON
194;RED;Gift of Steel;event;;4;;;;2;;;;100014;COMMON
195;RED;Underground Boss;creature;;5;;;;2;;3;5;100013;COMMON
196;RED;Architect;creature;;2;1;;;1;;2;2;101000;EPIC
197;RED;Exalted Ogre;creature;;5;;;;1;;5;5;101000;COMMON
198;RED;Kobold Barracks;structure;;2;;;;2;;;4;100014;RARE
199;RED;Hate Seed;creature;;7;;;;2;;4;4;101000;COMMON
200;RED;Ogre Battler;creature;;8;;;;2;;6;9;100015;COMMON
201;RED;Bold Bargainer;creature;;7;;;;2;;3;4;101000;COMMON
202;RED;Seifer, Blood Tyrant;creature;;5;;;;3;;5;6;101000;LEGENDARY
203;RED;Barbarian Ogre;creature;;7;;;;2;;7;7;101000;COMMON
204;RED;Krog, the Ogre King;creature;;12;;;;4;;2;12;101000;LEGENDARY
205;RED;Axe Grinder;creature;;3;;;;1;;4;3;100015;RARE
206;RED;Boulder Thrower;creature;;7;;;;1;;3;5;101000;RARE
211;RED;Shedim Brute;creature;;5;;;;2;;3;6;100016;COMMON
212;RED;Blood Singer;creature;;3;;;;2;;2;4;100016;RARE
213;RED;Seifer's Fodder;creature;;4;;;;1;;4;3;101000;COMMON
214;RED;Flame Spitter;creature;;3;;;;1;;2;2;101000;COMMON
215;RED;Lord of Terror;creature;;6;1;;;2;;1;6;101000;EPIC
216;RED;Shedim Pest;creature;;4;1;;;2;;4;2;101000;COMMON
217;RED;Blood Obelisk;structure;;2;1;;;1;;;2;101000;RARE
218;RED;Grim Guard;creature;;4;;;;2;;2;5;100016;RARE
223;RED;Bomb Slinger;creature;mecha;5;;;;3;;4;1;101000;EPIC
224;RED;Cannon Carrier;creature;mecha;5;2;;;2;;2;4;101000;EPIC
225;RED;Flame Burst;event;;3;;;;2;;;;101000;RARE
226;RED;Flame Thrower;creature;mecha;3;;;;3;;3;2;101000;EPIC
231;RED;Volcanic Colossus;creature;;11;;;;2;;7;7;101000;RARE
232;RED;Garudan, Heart of the Mountain;creature;;10;;;;2;;6;6;101000;LEGENDARY
233;RED;Fire Elemental;creature;;4;;;;1;;5;2;101000;COMMON
234;RED;Flamesilk Faerie;creature;;2;;;;2;;1;1;101000;EPIC
235;RED;Derelict Tower;structure;;3;;;;2;;;3;101000;RARE
236;RED;Bloodfire Wisp;creature;;4;;;;2;;1;2;101000;RARE
237;RED;Groundshaker;creature;mecha;6;;;;3;;5;6;101000;EPIC
238;RED;Firebringer;creature;;4;;;;2;;2;0;101000;RARE
239;RED;Blazing Salamander;creature;beast;5;;;;2;;2;5;101000;COMMON
240;RED;Bloodstone Sprite;creature;;4;;;;1;;4;4;100015;EPIC
241;RED;Seifer's Wrath;event;;2;;;;2;;;;101000;RARE
242;RED;Devouring Plant;structure;;2;;;;1;;;5;101000;COMMON
243;RED;Firebomb;event;;4;;;;2;;;;101000;COMMON
244;RED;Firestorm;event;;5;;;;3;;;;101000;EPIC
245;RED;Battle Rager;creature;;7;;;;1;;7;3;101000;RARE
246;RED;Crumbling Golem;creature;;5;;;;1;;7;6;101000;EPIC
247;RED;Ogre Dance;event;;4;;;;2;;;;101000;COMMON
248;RED;Meteor;event;;12;;;;5;;;;101000;EPIC
249;RED;Red Devil;creature;;9;;;;2;;6;4;101000;COMMON
250;RED;Ignus, the First Flame;creature;;8;;;;3;;4;4;101000;LEGENDARY
251;YELLOW;Oradrim Monk;creature;;3;;;;;2;2;1;101000;RARE
252;YELLOW;Khalim's Prayer;event;;0;;;;;3;;;101000;RARE
253;YELLOW;Khalim's Follower;creature;;1;;;;;2;0;1;101000;COMMON
254;YELLOW;Oradrim Templar;creature;;3;;;;;1;3;3;101000;COMMON
255;YELLOW;Oradrim Sagittarius;creature;;3;;;;;2;1;3;101000;EPIC
256;YELLOW;Oradrim Fanatic;creature;;3;;;;;2;3;2;101000;COMMON
257;YELLOW;Desert Twister;event;;0;;;;;5;;;101000;EPIC
258;YELLOW;Wind Gate;structure;;1;;;;;1;;4;101000;EPIC
259;YELLOW;Malevolent Spirit;creature;;4;;;;;2;3;3;101000;RARE
260;YELLOW;Khalim, Sky Prodigy;creature;;5;;;;;3;3;6;101000;LEGENDARY
261;YELLOW;Slaughtering Shadow;creature;;3;;;;;1;6;1;100017;COMMON
262;YELLOW;Deathwish Ghoul;creature;;3;;;;;2;3;1;100017;COMMON
263;YELLOW;Last Nightmare;event;;6;;;;;3;;;100019;RARE
264;YELLOW;Soul Pact;event;;0;;;;;2;;;101000;COMMON
265;YELLOW;Altar of Souls;structure;;2;;;;;3;;3;101000;EPIC
266;YELLOW;Shaytan Demon;creature;;3;;;;;2;5;4;100019;COMMON
267;YELLOW;Khalim's Skyguard;creature;;4;;;;;2;4;3;100020;COMMON
268;YELLOW;Khalim's Training;event;;1;;;;;2;;;101000;RARE
273;YELLOW;Wind Soldier;creature;;3;;;;;2;3;1;100018;COMMON
274;YELLOW;Drakkar Skycaptain;creature;;4;;;;;1;2;4;101000;RARE
275;YELLOW;Windborne Emissary;creature;;3;;;;;2;3;3;101000;COMMON
276;YELLOW;Shaytan Scavenger;creature;;4;;;;;2;4;3;101000;COMMON
277;YELLOW;Dune Drake;creature;;4;;;;;2;4;4;100020;COMMON
278;YELLOW;Windborne Champion;creature;;5;;;;;5;5;5;101000;EPIC
287;YELLOW;Windstorm Colossus;creature;;10;;;;;2;7;7;101000;RARE
288;YELLOW;Azarai, Wrath of the Desert;creature;;10;;;;;2;6;6;101000;LEGENDARY
289;YELLOW;Air Elemental;creature;;4;;;;;1;4;2;100018;COMMON
290;YELLOW;Sunsilk Faerie;creature;;2;;;;;2;1;1;101000;EPIC
291;YELLOW;Celestial Tower;structure;;2;;;;;2;;3;101000;RARE
292;YELLOW;Wind Wisp;creature;;4;;;;;1;1;2;101000;RARE
293;YELLOW;Flash Wind;event;;0;;;;;3;;;100020;RARE
