AVATAR_ADVENTURER_NAME;Fugoro
AVATAR_AURORA_NAME;Aurora
AVATAR_BASIC_NAME;Explorador
AVATAR_BLUE_ELEMENTAL_1_NAME;Duende Celeste
AVATAR_BLUE_ELEMENTAL_2_NAME;Presencia Celeste
AVATAR_BLUE_ELEMENTAL_3_NAME;Genio Celeste
AVATAR_BOMB_SLINGER_NAME;Bom-R
AVATAR_CAP_10_NAME;CAP-10
AVATAR_DARK_WISP_NAME;Brizna Oscura
AVATAR_FUGORO_NAME;Fugoro
AVATAR_GREEN_ELEMENTAL_1_NAME;Duende Verdoso
AVATAR_GREEN_ELEMENTAL_2_NAME;Presencia Verdosa
AVATAR_GREEN_ELEMENTAL_3_NAME;Genio Verdoso
AVATAR_HOAKA_NAME;Hoaka
AVATAR_JALMYR_NAME;Jalmyr
AVATAR_KAIOS_NAME;Kaios
AVATAR_KELDRAN_EMISSARY_NAME;Emisario del Viento
AVATAR_KHALIM_NAME;Khalim
AVATAR_KINGS_GUARD_NAME;Balhar
AVATAR_KOBOLD_MERCENARY_NAME;Jefe Clandestino
AVATAR_KROG_NAME;Krog
AVATAR_MAGDA_NAME;Magda
AVATAR_OGRE_BATTLER_NAME;Guerrero Ogro
AVATAR_RAIZEON_NAME;Raizeon
AVATAR_RAPALA_NAME;Rapala
AVATAR_RED_ELEMENTAL_1_NAME;Duende carmesí
AVATAR_RED_ELEMENTAL_2_NAME;Presencia Carmesí
AVATAR_RED_ELEMENTAL_3_NAME;Genio Carmesí
AVATAR_RUUNIN_NAME;Ruunin
AVATAR_SAGAMI_ELDER_NAME;Anciano Sagami
AVATAR_SEIFER_NAME;Seifer
AVATAR_SHARRA_NAME;Sharra
AVATAR_SHAYTAN_ASSASSIN_NAME;Asesino Shaytan
AVATAR_TAESA_NAME;Hechicera Gabriana
AVATAR_TARANGA_NAME;Taranga
AVATAR_TARUM_NAME;Tarum
AVATAR_THE_EGG_NAME;El Huevo
AVATAR_ULANI_NAME;Ulani
AVATAR_VERDURAN_FORCE_NAME;Fuerza Verduran
AVATAR_YAKKAR_NAME;Yakkar
AVATAR_YAK_CYNICAL_NAME;El Yak Cínico
AVATAR_YAK_DRAGON_NAME;Fafnir
